瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),老 弥缴利汲(cm),乞闭 瘤搁柯档(∑C)
156,堡林,2019-11-16,13.4,7.4,20.2,,3.3,.6,9.4,79.5,,12.3
156,堡林,2019-11-17,16.2,10.8,20.1,.7,7.5,2.6,13.8,86.3,,14.2
156,堡林,2019-11-18,9.8,6.2,19.5,7.7,5.7,2,4.4,71,,11.3
156,堡林,2019-11-19,6.3,4.3,8.7,0,3.8,1.9,-.5,62.5,,6.9
156,堡林,2019-11-20,4.9,1.4,10.6,,5.2,2,-4.1,53.8,,5.5
156,堡林,2019-11-21,8.1,.1,15.5,,3.7,1.2,-5.4,42.5,,5.8
156,堡林,2019-11-22,12.5,6.6,19.1,,3.4,1,4.3,58.3,,9.7
156,堡林,2019-11-23,14.2,7.9,20.7,0,3.8,.9,8,68.6,,11.4
156,堡林,2019-11-24,15.1,10.7,21.8,0,3.6,1.1,10.7,76.4,,14.5
156,堡林,2019-11-25,5.6,3.7,10.7,,4.3,2.1,-1.6,59.8,,8
156,堡林,2019-11-26,8.9,2.9,14.2,,2.1,.7,3.4,69.9,,9
156,堡林,2019-11-27,7.7,4,10.2,,6.2,1.8,.8,63,,9.6
156,堡林,2019-11-28,6.2,1.6,13,,3.5,1.2,-1.3,60.4,,6.7
156,堡林,2019-11-29,5.6,1.9,11.3,,3.4,1.4,-7.3,46.9,,4.4
156,堡林,2019-11-30,7.3,.2,15.7,,3.4,.8,-2.5,51,,6.2
156,堡林,2019-12-01,6.6,5.4,8.4,18.3,4.2,1.9,4.2,86.3,,7.5
156,堡林,2019-12-02,5.2,3.1,7.3,0,5,1.7,-.5,67.3,,5.7
156,堡林,2019-12-03,4.3,.9,8.9,.1,2.7,1.2,-1.1,69.8,,4.5
156,堡林,2019-12-04,6.1,2.3,11.2,0,2.5,.7,-.2,65.9,,4.7
156,堡林,2019-12-05,2.5,-1.7,5.9,0,4.4,2.1,-5.9,56.6,,3.1
156,堡林,2019-12-06,-1.2,-4.9,3.7,,4.3,2.2,-14.4,37.3,,.2
156,堡林,2019-12-07,2.8,-4,8.6,,3.7,1.3,-7.4,47.8,,1.8
156,堡林,2019-12-08,4.5,1.3,9.6,,3.2,1,-2.1,63.6,,4
156,堡林,2019-12-09,4.5,-1.4,11.6,,2.4,.5,-.3,72.9,,3.1
156,堡林,2019-12-10,8.5,3.2,15.4,,4.6,.7,4.5,77.8,,6.7
156,堡林,2019-12-11,8,5,14.7,,3.3,1.3,3.4,74.9,,5.4
156,堡林,2019-12-12,3.9,.8,8,,3.7,1.9,-6.1,49.1,,3.5
156,堡林,2019-12-13,3.6,-1.2,10,,2.5,.8,-9.2,45,,2.1
156,堡林,2019-12-14,5.3,1.8,9.9,.1,3.5,1.4,-4.2,52.6,,4.4
156,堡林,2019-12-15,8.1,1.1,15.3,,2.4,.5,-.5,55.5,,4.8
156,堡林,2019-12-16,10.2,6.3,16.3,,3.2,.8,3.6,65.3,,7.3
156,堡林,2019-12-17,8.8,7.5,10.7,2.6,2.4,.7,6.8,88,,7.4
156,堡林,2019-12-18,4.9,2.3,8,,2.7,1.5,-.9,66.4,,5.4
156,堡林,2019-12-19,3.2,.2,7.5,,3.1,1.7,-6.4,50.8,,1.9
156,堡林,2019-12-20,2.8,.3,6,0,3.4,.9,-2.8,67,,2.5
156,堡林,2019-12-21,2.5,-1,5.8,,3.6,1.3,-4.1,63.1,,1
156,堡林,2019-12-22,5.5,1.2,11.8,,3.4,1.2,-1.9,60.6,,3.9
156,堡林,2019-12-23,5.2,2.5,10.2,0,3.4,1.2,-.1,70.1,,4.6
156,堡林,2019-12-24,5.4,1.6,11.6,,4.4,1.4,-4.5,52.8,,3.7
156,堡林,2019-12-25,6.8,-.1,14.1,,3.3,.8,-6.6,45.1,,5.1
156,堡林,2019-12-26,5.7,2.7,8.3,.4,3.8,1.6,-1.6,61.8,,5.2
156,堡林,2019-12-27,3,.5,6.8,0,4.4,2,-5.7,53.1,,2.7
156,堡林,2019-12-28,3.4,-1.2,9.6,,2.1,.8,-6.8,48.6,,2.6
156,堡林,2019-12-29,4.2,1,6,9.8,4,1.1,.5,78.8,,3.3
156,堡林,2019-12-30,6.5,1.7,11.1,.3,4.9,1.2,3.6,82.9,,6.7
156,堡林,2019-12-31,-2.2,-5,1.6,0,5.7,3,-12.4,46.1,,.1
156,堡林,2020-01-01,-.3,-4.9,5.7,,4.3,1.5,-7.6,58,,0
156,堡林,2020-01-02,2.6,-2.6,8.4,,2.6,.8,-2.9,69,,1.6
156,堡林,2020-01-03,3.8,.2,8.7,,2.5,.9,-1.2,71.5,,3
156,堡林,2020-01-04,3.4,-1.6,9.2,,3.1,1.1,-1.4,73.1,,1.9
156,堡林,2020-01-05,4.9,-1.7,11.2,,3.3,.8,-5.9,54.1,,2.8
156,堡林,2020-01-06,7.1,4.7,8.8,15.5,2.8,.9,3.7,82.4,,5.7
156,堡林,2020-01-07,13.1,8.7,17.7,32,10,2.6,12.6,97.6,,11.3
156,堡林,2020-01-08,5,4.1,10.3,2.8,8.2,2.9,2.4,83.9,,5.5
156,堡林,2020-01-09,3.2,.2,6.3,,3.3,1.7,-2.6,66.1,,3.2
156,堡林,2020-01-10,2.8,-1.4,10.2,,3.2,1.4,-4.6,61.5,,2.5
156,堡林,2020-01-11,3.6,-.1,8.5,,3.1,1.5,-3.8,59.6,,3.1
156,堡林,2020-01-12,3.4,2.2,5.4,,2.9,1.3,-3.1,62.1,,2.9
156,堡林,2020-01-13,2.3,-.5,5.5,,3.8,1.8,-4.9,59,,3.3
156,堡林,2020-01-14,2,-.3,6.5,,4.4,2,-6.5,54.1,,1.5
156,堡林,2020-01-15,.9,-2.2,5.2,,4.2,1.6,-5.8,61.8,,1.3
156,堡林,2020-01-16,2.3,-1.1,7.8,,4.5,1.7,-9.1,44.6,,1.9
156,堡林,2020-01-17,2.6,.2,7.6,,2.6,1.2,-10.7,39.1,,2.8
156,堡林,2020-01-18,2.2,-1.7,7.8,,3.4,1.1,-6.1,56.5,,1.5
156,堡林,2020-01-19,3,0,7.2,0,2,.5,-.9,75.6,,2.5
156,堡林,2020-01-20,4,1.2,7.9,,3.3,1.2,-2.9,63.1,,3.5
156,堡林,2020-01-21,3.6,-2.2,10.7,,4.4,1.9,-10.5,38.8,,2.7
156,堡林,2020-01-22,5.4,3.1,6.7,9.2,4.3,1.3,2.1,82.5,,4.7
156,堡林,2020-01-23,7.5,5.3,12.3,1.1,4.6,1.1,4.9,85.1,,8.1
156,堡林,2020-01-24,7.1,2.5,12.7,,3.4,1.2,-1.3,57.8,,4.5
156,堡林,2020-01-25,7.4,4.1,10.9,,1.4,.4,2.4,71.5,,5.9
156,堡林,2020-01-26,8.2,3.8,11.7,,4.4,1.7,2.2,68.1,,6.3
156,堡林,2020-01-27,6,4.1,8.9,14.3,5.1,2,5.2,94.5,,6.3
156,堡林,2020-01-28,7.3,3.7,13,,2.8,1,4.1,81.9,,8.9
156,堡林,2020-01-29,6.6,5.4,8.8,0,2.5,1,4.1,84.9,,7.2
156,堡林,2020-01-30,5.9,3.7,10.1,,3.3,1.2,1.3,73.1,,5.7
156,堡林,2020-01-31,4.3,1.6,8.5,0,3.2,1.1,-1.4,68.5,,5
156,堡林,2020-02-01,3.9,-1,9,,2.1,.7,-.5,74.3,,2.8
156,堡林,2020-02-02,4,.6,9.3,,2.7,.9,-2.2,66.1,,3.6
156,堡林,2020-02-03,2,-1.3,6.6,0,3.6,1.3,-4.1,65.8,,3.1
156,堡林,2020-02-04,2.1,-3.2,8.2,0,3.5,1.5,-8.2,49.4,,2.4
156,堡林,2020-02-05,-1.7,-5.6,2,0,5.1,2.4,-13.1,44.5,,1.7
156,堡林,2020-02-06,-2.2,-7,3.2,,3.8,1.8,-18,32.6,,-.3
156,堡林,2020-02-07,1.1,-3.8,5.6,,3.1,1.1,-10.6,43.1,,2.2
156,堡林,2020-02-08,3,.3,6.7,,4,1.6,-6.3,52.4,,4.5
156,堡林,2020-02-09,2.5,-1,7.8,,3.5,1.4,-6.4,53,,3.8
156,堡林,2020-02-10,5.6,-.2,13.2,,2.2,.7,-3.1,56.8,,4.9
156,堡林,2020-02-11,7.8,-.3,14.2,.1,4.2,1.1,-1.5,53.9,,6.4
156,堡林,2020-02-12,9.9,8.1,12,10.9,5.5,1.5,9.2,96.5,,9.1
156,堡林,2020-02-13,8.4,6,11.5,.1,2.8,.9,7,91.5,,8.1
156,堡林,2020-02-14,11.3,4.6,19.8,,2.4,.9,2,60.6,,9.9
156,堡林,2020-02-15,10.8,6.9,18.5,4.8,4.5,1.1,5.8,74.9,,8.5
156,堡林,2020-02-16,1.3,-1.2,7.7,7.4,4.8,2.2,-.4,88.8,4.8,4.2
156,堡林,2020-02-17,-2,-3.7,.3,6.2,3.9,2,-4.2,85.5,12.5,.7
156,堡林,2020-02-18,.5,-3.2,4.7,0,3.1,1.3,-6.8,60.4,12.5,2.8
156,堡林,2020-02-19,3.7,-2.9,11,,2.3,1,-2.3,66.9,,4.4
156,堡林,2020-02-20,7.6,1.2,14.3,,3.2,1.1,-.8,62.6,,6.2
156,堡林,2020-02-21,9.3,1.8,17,3,5.2,1.5,3,69.8,,8.7
156,堡林,2020-02-22,7.2,3.3,11.4,2.1,4.4,2,-.1,62.4,,7.4
156,堡林,2020-02-23,5,.6,11.2,,3,1.4,-4.3,52.5,,5.4
156,堡林,2020-02-24,8.3,.1,16.3,.9,3.6,1.1,1.6,65.8,,7.2
156,堡林,2020-02-25,12.4,9.7,14.6,7.8,3.9,1.5,11.8,97,,11
156,堡林,2020-02-26,8.8,3.7,14.9,2.1,3.4,1.2,5.8,83.4,,9.8
156,堡林,2020-02-27,7.2,1.4,13.9,,2.9,1.3,1,67.9,,8.5
156,堡林,2020-02-28,6.9,5.1,8.6,2.4,2.8,1.3,3.6,80.6,,7
156,堡林,2020-02-29,9.3,5.3,15.2,,3.6,1.5,4.7,74.9,,10.2
156,堡林,2020-03-01,6.9,3.8,12.6,0,2.8,1,3.9,82.5,,8
156,堡林,2020-03-02,6,3,10.2,,3.6,1.9,-3.6,52.4,,8.8
156,堡林,2020-03-03,7.8,1.9,14.7,,5.3,1.6,1.3,65.3,,9
156,堡林,2020-03-04,4.9,.2,9,0,4.3,2.2,-3.2,57.6,,9.2
156,堡林,2020-03-05,3.7,0,9.5,,3.8,1.7,-7.1,46.8,,7.1
156,堡林,2020-03-06,5.7,-2.2,14.4,,2.8,1,-9.7,43.1,,7.7
156,堡林,2020-03-07,5.7,3.4,7.5,9.1,3.2,.9,3.5,87.4,,5.2
156,堡林,2020-03-08,9.6,3.1,18,,3.1,1.1,4.2,73,,11.9
156,堡林,2020-03-09,9.4,5.1,13.9,4.5,5,1.6,6.6,84.3,,9
156,堡林,2020-03-10,6.7,4.2,9.8,7.1,4,1.4,4.4,86.3,,6.6
156,堡林,2020-03-11,5.6,2.7,9.7,,5.6,2,-6.7,43.6,,6.9
156,堡林,2020-03-12,7.5,-.6,17,,5.7,1.5,-5,46.9,,8.3
156,堡林,2020-03-13,8,3.9,14.4,,3.9,1.3,-4.7,45,,11.2
156,堡林,2020-03-14,5.9,.3,10.9,,4.8,2.3,-6.9,43.3,,9.1
156,堡林,2020-03-15,7,2.6,13,,7.2,2.8,-3.3,50.5,,10.3
156,堡林,2020-03-16,5.4,.2,12.5,,4.5,1.8,-6.9,43.6,,10.1
156,堡林,2020-03-17,9.2,1.6,18.1,,7.9,2.2,1.9,63.4,,11.9
156,堡林,2020-03-18,12.5,6,20.6,,4.9,1.7,-.6,53.3,,15.3
156,堡林,2020-03-19,10.3,6.6,14.3,,6.6,2.5,.2,54.3,,12.9
156,堡林,2020-03-20,10.6,5.4,16.9,,5.5,2.1,-6,32.6,,13.8
156,堡林,2020-03-21,14.2,6.4,23.3,,6.2,2.2,5.4,57.5,,16.2
156,堡林,2020-03-22,14.6,8.9,21.9,,5,1.9,1.4,48.4,,18.3
156,堡林,2020-03-23,10.8,5.5,18.6,,3.5,1.5,-1.2,46,,14.8
156,堡林,2020-03-24,11.4,4.7,20,,3.2,1.2,1.1,55.9,,15.4
156,堡林,2020-03-25,14.2,6.2,21.6,,4.4,1.7,1.6,46.9,,17.9
156,堡林,2020-03-26,13.7,10.6,16.8,17.7,2.9,1,12.8,94.5,,13.5
156,堡林,2020-03-27,10.5,5.1,15.4,5.1,4.1,1.6,7.8,84.4,,11.9
156,堡林,2020-03-28,7.3,4.8,10.9,,4.8,2.3,-5.1,42.8,,8.1
156,堡林,2020-03-29,9,2.1,16.9,,4,1.2,-.5,52.8,,12.1
156,堡林,2020-03-30,11.9,8,18.8,,3.5,1.1,3.1,56.5,,14.9
156,堡林,2020-03-31,12.8,5.8,21,,3,1.1,2.6,53.9,,16
156,堡林,2020-04-01,10.7,6.6,17.7,0,4.3,1.9,.1,50.1,,14.7
156,堡林,2020-04-02,10.6,4.8,18.5,,3.9,1.3,-2.8,42.5,,14.8
156,堡林,2020-04-03,10.9,3.9,18.4,,3.2,1.3,-4.4,35.9,,15.1
156,堡林,2020-04-04,8.9,4.4,17.3,,4.1,1.8,-2.8,45.6,,14.7
156,堡林,2020-04-05,7.8,2.9,14.8,,3.5,1.7,-7.4,37.1,,14.8
156,堡林,2020-04-06,9.6,1.6,17.9,,3.3,1.2,-5.5,41,,15.3
156,堡林,2020-04-07,12.1,6,20,,4.7,1.5,1,50.5,,17.8
156,堡林,2020-04-08,11.1,7.1,16.7,,3.9,1.5,-7.8,32.8,,17.1
156,堡林,2020-04-09,9.8,4.6,16.1,,3.4,1.2,-4,39.1,,16.9
156,堡林,2020-04-10,10.7,7,16.6,,4.4,1.6,.2,48.6,,17.9
156,堡林,2020-04-11,7.8,5.8,10.8,5.3,3.1,1.3,4.3,79.9,,10.6
156,堡林,2020-04-12,8.6,4.7,15.6,1.5,5.5,1.3,4.6,77.9,,11.4
156,堡林,2020-04-13,9.5,5.2,14.8,,4.1,1.7,.5,56.9,,13.8
156,堡林,2020-04-14,12.5,4.4,21.4,,3.3,1.1,-3.6,41.9,,18.3
156,堡林,2020-04-15,12.9,6.3,21,,5.6,1.1,-1.7,39.5,,16.9
156,堡林,2020-04-16,14.6,6.4,23,,5.7,2.2,3.2,49.4,,19.3
156,堡林,2020-04-17,13.4,9.9,17.7,21.2,5,2.2,10.8,85.6,,14.2
156,堡林,2020-04-18,13,9.6,18.2,0,2.8,1.5,8,73.8,,16.4
156,堡林,2020-04-19,11.5,9.9,14.7,27.3,4.7,2.1,9.7,89.6,,11.9
156,堡林,2020-04-20,11.6,8.4,17.9,0,6.1,1.8,7.6,78.5,,13.4
156,堡林,2020-04-21,10,6.6,14.4,,5.4,2.2,-1.5,47.3,,14.4
156,堡林,2020-04-22,8.8,5.8,13,0,5.5,2.4,-4.5,39.6,,14.4
156,堡林,2020-04-23,9.5,5.1,14.4,,4.5,1.9,-2.3,46.9,,16.1
156,堡林,2020-04-24,11.2,4.8,17.1,,6.9,2.5,-2.9,40.9,,17.1
156,堡林,2020-04-25,14.2,6.7,22.6,,9.1,3.5,4.7,56,,19.6
156,堡林,2020-04-26,13,7.1,19.5,,4.2,1.5,-1.8,44.3,,20
156,堡林,2020-04-27,12.8,7.1,19.7,,3.5,1.4,-1.8,39.1,,19.7
156,堡林,2020-04-28,13.4,6.1,20.9,,4.9,1.6,2.2,53.6,,20.2
156,堡林,2020-04-29,15.7,8.2,24.1,,4.9,1.5,.7,41.6,,22.6
156,堡林,2020-04-30,18.4,10,25.6,,7,2.7,10,60,,25.1
156,堡林,2020-05-01,21.6,18.8,26.5,,7.9,3.3,17.3,77.6,,28.2
156,堡林,2020-05-02,20.6,18.7,24.2,.3,5,2,16.1,76.6,,24.1
156,堡林,2020-05-03,19.1,16.5,24.3,25.4,4.9,1.2,17.4,91,,21.6
156,堡林,2020-05-04,19.5,13.8,26.8,,3,1.1,15.3,78.1,,22.9
156,堡林,2020-05-05,17.9,12.4,22.8,0,4.2,1.3,13.8,78.4,,19.6
156,堡林,2020-05-06,21.6,15.3,30.1,,7.1,2.3,12.4,62.8,,26.7
156,堡林,2020-05-07,19.9,14.6,26.7,,5.1,1.7,5.1,45.3,,26
156,堡林,2020-05-08,18.1,11.9,23.3,4.4,6.1,2.3,9.3,59.5,,24.1
156,堡林,2020-05-09,17,12.9,20,22.4,6.4,3.3,16.3,96.1,,18.2
156,堡林,2020-05-10,15,12.8,19.6,0,3.8,1.6,13.7,93,,19.7
156,堡林,2020-05-11,18.8,13.2,26.5,,3.9,1.4,10.7,66.5,,22.7
156,堡林,2020-05-12,16.7,11.9,22.2,,6.4,2.5,9.3,64.4,,23.3
156,堡林,2020-05-13,16.9,10.4,23.5,,4.1,1.4,5.3,50.4,,23.9
156,堡林,2020-05-14,19.8,12.5,27.1,,4.9,1.6,5.4,43,,24.8
156,堡林,2020-05-15,18.2,16.1,20,14.5,5.3,2,17.1,94,,18.5
156,堡林,2020-05-16,19.1,15.9,22.2,0,3.1,1.2,17.2,89.5,,22.8
156,堡林,2020-05-17,20.6,15.9,27.9,0,4.5,1.5,16.5,79.5,,24.1
156,堡林,2020-05-18,18.8,12.9,24.8,14.3,7.2,2.3,16,84.8,,25
156,堡林,2020-05-19,13.5,11.6,15.8,4.2,6,2.7,11.6,89.1,,15.1
156,堡林,2020-05-20,15.7,10.4,22.6,,2.8,1.1,9.7,70.1,,18.6
156,堡林,2020-05-21,18.1,11.6,25.3,,5,1.4,12.3,71.1,,22.6
156,堡林,2020-05-22,19.6,13.4,25.7,,5,2.2,11.1,61,,24.8
156,堡林,2020-05-23,20.2,13.3,26.2,,3.9,1.6,13.5,67.1,,25.9
156,堡林,2020-05-24,18.3,16.1,22.3,8,4.4,1.2,17,92.5,,20.2
156,堡林,2020-05-25,18.5,15.3,23.7,,2.1,.8,14.9,81.6,,21.5
156,堡林,2020-05-26,18.9,15.2,24.9,,3.3,1.3,14,76.5,,22.3
156,堡林,2020-05-27,19.5,15.5,25.7,0,3.6,1.6,11.1,62.6,,25.7
156,堡林,2020-05-28,18.6,13.1,25.8,,4.9,1.4,13.3,74.4,,24.8
156,堡林,2020-05-29,21.3,13.5,28.8,,5.3,1.6,13.3,65.1,,27.7
156,堡林,2020-05-30,22.1,18.1,26.5,,3.7,1.3,11.4,52.9,,25.8
156,堡林,2020-05-31,20.1,16.3,23.6,3.3,4.8,1.8,16.2,79.4,,22.4
156,堡林,2020-06-01,21.1,17.5,26.1,0,3.2,1.3,12.6,64.4,,27
156,堡林,2020-06-02,21.3,14.2,27.8,,6,1.7,12.2,61.3,,26.7
156,堡林,2020-06-03,22.7,18.3,28,0,4.7,1.6,19.6,83.4,,27.6
156,堡林,2020-06-04,24.9,20.2,31.4,,4,2.1,19,72.5,,32.9
156,堡林,2020-06-05,25,20.2,32.8,,3.6,1.3,20.5,78.6,,32.7
156,堡林,2020-06-06,24,20.6,30.4,.2,4.6,1.3,20.7,83.9,,30.6
156,堡林,2020-06-07,24.3,19.8,30.9,,3.2,1.2,18.2,71.3,,31.4
156,堡林,2020-06-08,26,19.5,33.7,,5.1,1.4,16.1,58.6,,33.5
156,堡林,2020-06-09,26.7,19.8,33.4,,5.2,1.9,16.6,55.6,,34.4
156,堡林,2020-06-10,24.9,21.4,32.1,3.5,5.4,1.9,20.1,77.4,,30.6
156,堡林,2020-06-11,25.4,22.2,31,.5,2.6,.9,23.5,90,,28
156,堡林,2020-06-12,25.4,22.6,31.3,15.9,3.5,1.7,22.7,86.6,,32.1
156,堡林,2020-06-13,23.9,21.8,27.7,36.3,4.3,1.8,23.1,96,,24.8
156,堡林,2020-06-14,23.1,21.4,26.2,50.3,5.7,2.3,21.5,92.1,,24.3
156,堡林,2020-06-15,23.5,18.3,29.5,,2.6,1,16.6,68.5,,26
156,堡林,2020-06-16,24,18.9,29.9,,2.6,1,16.4,65.5,,28.5
156,堡林,2020-06-17,22.2,17.5,27,2,4,1.2,18,78.9,,25.4
156,堡林,2020-06-18,18.3,17.2,19,33.8,5.6,1.8,18,98.6,,20.6
156,堡林,2020-06-19,22.2,17.4,29,2.4,2.8,1,18.3,81.8,,25.6
156,堡林,2020-06-20,22.9,19.6,28.3,0,2.3,.9,19.5,82.5,,25
156,堡林,2020-06-21,24.2,19.8,30.2,,4.1,1.5,19.6,77.3,,27.2
156,堡林,2020-06-22,24.5,19.6,31.1,,4.8,1.4,19.9,77.1,,28.7
156,堡林,2020-06-23,25.4,19.2,30.8,,5.1,1.9,17.5,65.1,,31.6
156,堡林,2020-06-24,23.1,21.6,25.5,8.6,5.7,2.9,20.9,88.9,,23.9
156,堡林,2020-06-25,22.2,20.4,23.8,0,4.4,2.5,21.2,94.5,,23.9
156,堡林,2020-06-26,23.8,19.9,28.8,0,2.9,1.2,19.8,80.4,,26.7
156,堡林,2020-06-27,25.1,20.3,30.9,,2.9,1,21,80.3,,28.7
156,堡林,2020-06-28,25,20.9,30.2,,3.2,1.2,20.1,75.8,,31
156,堡林,2020-06-29,21.4,20,24.8,41.5,5.3,1.6,20.8,96.8,,23.3
156,堡林,2020-06-30,20,18.3,22.7,4.9,6.9,3.2,19.4,96.9,,22.6
156,堡林,2020-07-01,22.1,17.8,27.9,,2.4,1,17.2,75.6,,24.7
156,堡林,2020-07-02,23.1,18.6,28.1,,3.5,.9,19.3,80.4,,25.5
156,堡林,2020-07-03,20.3,18.1,22.7,7.4,4.9,1.6,18.3,88.9,,21.3
156,堡林,2020-07-04,20.1,17.9,22.8,0,2.5,.9,19.2,95,,22.1
156,堡林,2020-07-05,22.5,19.5,26.4,,4.1,1,20.3,88.4,,24.9
156,堡林,2020-07-06,22.9,20.4,25,.3,3.9,1,22.1,95.4,,24.5
156,堡林,2020-07-07,25.3,22.3,31.6,0,3,1.3,21.9,82.9,,29.2
156,堡林,2020-07-08,24.8,20.3,30.8,,2.8,1.1,21,81.1,,32.4
156,堡林,2020-07-09,25,21.1,29.9,0,3.1,1.4,21.5,82,,30.3
156,堡林,2020-07-10,24.7,22,28.3,68.1,5.5,2.3,23.1,91.3,,26.6
156,堡林,2020-07-11,24.9,21.8,28.9,,4.5,1.4,22.7,88.1,,27.2
156,堡林,2020-07-12,21.9,20.1,24.1,37,4,1.2,20.8,94.4,,23.4
156,堡林,2020-07-13,21.5,20,25.7,121.2,7.6,2.8,21.1,98,,23.8
156,堡林,2020-07-14,19.5,18.9,20.2,1.3,5.6,2.6,19.3,98.8,,21.5
156,堡林,2020-07-15,19.8,18.9,21.5,9.8,2.3,.6,19.5,98.6,,22
156,堡林,2020-07-16,22.7,19,28.3,,3,1.2,20.7,89.5,,25.6
156,堡林,2020-07-17,24.4,20.6,30.1,,3.4,1,21.1,84,,27.8
156,堡林,2020-07-18,23.7,21.4,26.8,,5,2.1,19.7,79.8,,25.9
156,堡林,2020-07-19,26.2,23.3,28.8,,6.3,3.2,24.1,88.6,,26.5
156,堡林,2020-07-20,24.8,21.8,27.2,6.1,6.3,2.8,23.8,94.1,,26.6
156,堡林,2020-07-21,24.7,21.6,29.1,9.4,3.4,1,22.3,87.8,,27.6
156,堡林,2020-07-22,23,22.1,24.1,19.7,2.5,.4,22.8,99,,25.2
156,堡林,2020-07-23,22.8,21.5,25,54.1,6.2,2.4,22.5,98.4,,23.8
156,堡林,2020-07-24,20.9,19.8,22.7,21.9,8.3,2.2,20.7,98.9,,23.3
156,堡林,2020-07-25,22,20.2,24.3,1.6,2.9,1.2,21.5,97.4,,23.9
156,堡林,2020-07-26,23.3,19.6,28.4,,3.9,1.5,21.2,88.8,,24.9
156,堡林,2020-07-27,23.2,20.9,27.2,8.9,2.2,.9,22.2,94.1,,25
156,堡林,2020-07-28,25,22.5,29,47.8,4.7,1.1,24.7,98.1,,26.1
156,堡林,2020-07-29,24.9,23.2,26.2,115.5,3.1,1.1,24.7,99,,25.7
156,堡林,2020-07-30,26.8,24.8,30.1,3.2,4.7,2.1,26.1,96.6,,28.3
156,堡林,2020-07-31,27.4,24.9,30.7,0,2.8,1.3,25.7,91.5,,29
156,堡林,2020-08-01,26.3,23,30,2.9,5.1,1.5,25,93.5,,28.3
156,堡林,2020-08-02,27.4,25.5,30.4,.7,6.8,3,25.7,91.1,,28.9
156,堡林,2020-08-03,27.7,25.6,30.3,,6.8,3.1,25.9,90.4,,28.4
156,堡林,2020-08-04,28.5,25.7,33,,6.3,2.9,25.5,84.4,,31.2
156,堡林,2020-08-05,28.2,26.1,31.2,6.6,5.4,3.1,26.3,89.9,,30.1
156,堡林,2020-08-06,25.5,24.8,28.1,38.8,7.5,3.6,25.3,99,,26
156,堡林,2020-08-07,24.5,23.2,26,259.5,5.7,1.9,24.3,99,,25.4
156,堡林,2020-08-08,25,23,27.1,255.5,5.7,2,24.7,98.8,,25.2
156,堡林,2020-08-09,27.7,24.6,31.7,17.6,7.3,3.9,25.3,88,,27.6
156,堡林,2020-08-10,25.8,24.3,28.3,72.3,5.2,1.7,25.5,98.4,,26.5
156,堡林,2020-08-11,26.9,25.3,30,9.3,5.2,2.8,26.6,98.4,,27.7
156,堡林,2020-08-12,27.6,25.6,31.2,4.6,5.6,2.5,26.9,96.4,,28.1
156,堡林,2020-08-13,28.4,25.7,31.8,,6.4,2.8,26.7,91.3,,30.3
156,堡林,2020-08-14,28.9,26.5,32.7,,5.2,2.7,26.6,88.4,,30.7
156,堡林,2020-08-15,28.6,25.7,32.9,,4.8,2.4,25.3,84.4,,31.4
156,堡林,2020-08-16,28.3,24.3,33,,4,2,25.8,87.1,,32.1
156,堡林,2020-08-17,28.6,25.3,33.9,,3.8,1.1,25.4,84.5,,32.8
156,堡林,2020-08-18,28.6,25,34.2,,2.6,1.1,24.8,82.1,,33.5
156,堡林,2020-08-19,28.2,23.4,34.4,,2.7,1,24,79.8,,33.6
156,堡林,2020-08-20,28.2,23.8,34,,3,1.1,24.3,82,,34.3
156,堡林,2020-08-21,27.9,24,33,,3.5,1.1,24.8,85,,33
156,堡林,2020-08-22,27.2,25.2,30.1,0,3.8,1.5,24.4,85.9,,30.7
156,堡林,2020-08-23,27.4,24.2,32.2,0,2.3,.9,24.7,86.4,,32.5
156,堡林,2020-08-24,28.3,24,33.6,,4.8,1.9,24.4,81.1,,34.3
156,堡林,2020-08-25,29,24.1,33.8,0,4.6,1.8,24.1,76.3,,33.7
156,堡林,2020-08-26,27.6,24.3,31,33.6,8.2,3.5,25,86,,29.4
156,堡林,2020-08-27,28.4,26.5,31.4,,8.4,4,26.2,88.3,,29.3
156,堡林,2020-08-28,28.4,25.8,33.1,0,5.4,2.2,25.8,86.5,,30.6
156,堡林,2020-08-29,27.1,25.3,30.9,26.7,5.1,2.1,26.2,95.1,,29.2
156,堡林,2020-08-30,28.4,24.7,33.6,,2.9,.9,25.4,85.6,,31.6
156,堡林,2020-08-31,27.2,25.5,32,10,4.1,.9,26.3,95.3,,29.9
156,堡林,2020-09-01,26.7,23,31.1,.1,3.5,1.7,24.4,88,,28.4
156,堡林,2020-09-02,24.9,23.2,27.6,49.4,6.9,3.6,24.5,97.8,,25.5
156,堡林,2020-09-03,23.6,21.1,27.6,17,6.7,3.7,21.2,87.5,,25.6
156,堡林,2020-09-04,24.1,20,28.7,,3.6,1.6,19.8,78.6,,25.8
156,堡林,2020-09-05,22,20.5,24.7,0,3,.9,20.6,92.4,,23.7
156,堡林,2020-09-06,20.6,19.2,22.4,11.3,5.2,2.3,20.1,97.4,,22.2
156,堡林,2020-09-07,20.1,17.6,22.8,30.1,7,3,19.7,97.9,,20.7
